"Name","Price","Material 1","Amount","Material 2","Amount","Material 3","Amount","Material 4","Amount","Defense","Fire Res","Thunder Res","Dragon Res","Water Res","Ice Res","Gender","Hunter Type","Rarity","HR","Elder*","Slots","Skill 1","Skill Point","Skill 2","Skill Point","Skill 3","Skill Point","Skill 4","Skill Point","Skill 5","Skill Point"
"Garuga Tasset X","14750z","Garuga Scale G",4,"Garuga Hvy Cpc",4,"Blaze Sac",3,"Emperor Locust",2,88,2,2,0,0,0,"Male/Female","Blade",9,8,10,"OO-","Rec Speed",-2,"SwdShrpner",1,"Spc Attack",4,"HearProtct",2,,
"Garuga Coat X","14750z","Garuga Scale G",4,"Garuga Hvy Cpc",4,"Blaze Sac",3,"Emperor Locust",2,44,3,3,0,2,1,"Male/Female","Gunner",9,8,10,"OO-","Rec Speed",-2,"Spc Attack",4,"HearProtct",2,"RazorCtAdd",1,,
"Blango Tasset X","14750z","Blangonga Pelt G",4,"Blngnga HrdWhskr",2,"Stout Bone",3,"Kirin Hide+",2,88,-4,0,1,2,3,"Male/Female","Blade",9,8,10,"OO-","ElementAtk",3,"Heat Res",-2,"Quake Res",4,,,,
"Blango Coat X","14750z","Blangonga Pelt G",4,"Blngnga HrdWhskr",2,"Stout Bone",3,"Kirin Hide+",2,44,-3,1,2,4,5,"Male/Female","Gunner",9,8,10,"OO-","ElementAtk",3,"Heat Res",-2,"Shot Mix",4,,,,
"Ceanataur Tasset X","15100z","CeanataurHvyCpc",3,"Ceanataur Carpce",4,"Black Pearl",4,"PhantomButterfly",2,89,1,-1,0,2,-1,"Male/Female","Blade",9,8,10,"OO-","Health",-4,"Fencing",4,"Drawn Crit",1,,,,
"Ceanataur Coat X","15100z","CeanataurHvyCpc",3,"Ceanataur Carpce",4,"Black Pearl",4,"PhantomButterfly",2,44,2,0,2,4,0,"Male/Female","Gunner",9,8,10,"OO-","Health",-3,"PierceSAdd",2,"Loading",4,,,,
"Rathian Tasset X","15600z","Rathian Hvy Cpc",2,"RathianDvnePlate",1,"FireWyvrnHrdClaw",3,"PhantomButterfly",3,90,2,-2,-4,0,0,"Male/Female","Blade",9,8,10,"OO-","Health",5,"SwdShrpner",-2,"Recovery",2,,,,
"Rathian Coat X","15600z","Rathian Hvy Cpc",2,"RathianDvnePlate",1,"FireWyvrnHrdClaw",3,"PhantomButterfly",3,44,4,0,-2,2,2,"Male/Female","Gunner",9,8,10,"OO-","Health",5,"Recovery",2,"Precision",-2,,,,
"Naruga Tasset X","15600z","Naruga Thck Scl",5,"Naruga Strng Wng",2,"Hvy Monster Bone",2,"Monster Broth+",5,90,-4,-3,0,3,2,"Male/Female","Blade",9,8,10,"OO-","Attack",-2,"Evade",5,"Evade Inc",2,,,,
"Naruga Coat X","15600z","Naruga Thck Scl",5,"Naruga Strng Wng",2,"Hvy Monster Bone",2,"Monster Broth+",5,44,-2,-1,1,4,3,"Male/Female","Gunner",9,8,10,"OO-","Attack",-2,"Evade",2,"Evade Inc",3,"Set Trap",2,,
"Volganos Tasset X","16100z","Volganos Hvy Cpc",4,"Volganos Fin+",2,"Firecell Stone",3,"Ancient Fish",6,92,4,0,1,-3,0,"Male/Female","Blade",9,8,10,"OO-","MixSucRate",-2,"Terrain",2,"Survival",3,"Fast Chrge",2,,
"Volganos Coat X","16100z","Volganos Hvy Cpc",4,"Volganos Fin+",2,"Firecell Stone",3,"Ancient Fish",6,46,5,2,2,-1,2,"Male/Female","Gunner",9,8,10,"OO-","MixSucRate",-2,"Terrain",2,"Survival",3,"Fast Chrge",2,,
"Tigrex Tasset X","16100z","Tigrex Hvy Cpc",2,"Tigrex Thck Scl",4,"Tigrex StrngClaw",2,"PhantomButterfly",3,92,3,-2,-1,2,3,"Male/Female","Blade",9,9,10,"OO-","Protection",-2,"HearProtct",3,"Cooking",1,"Observance",3,,
"Tigrex Coat X","16100z","Tigrex Hvy Cpc",2,"Tigrex Thck Scl",4,"Tigrex StrngClaw",2,"PhantomButterfly",3,46,4,-1,0,3,4,"Male/Female","Gunner",9,9,10,"OO-","Protection",-2,"HearProtct",3,"Cooking",1,"Observance",3,,
"Rathalos Tasset X","16100z","Rathalos Hvy Cpc",3,"Rathalos ThckScl",3,"FireWyvrnHrdClaw",4,"Blaze Sac",2,92,2,2,-4,-1,-3,"Male/Female","Blade",9,8,10,"OO-","Attack",5,"Drawn Crit",2,"Fast Chrge",-2,,,,
"Rathalos Coat X","16100z","Rathalos Hvy Cpc",3,"Rathalos ThckScl",3,"FireWyvrnHrdClaw",4,"Blaze Sac",2,46,4,5,-2,0,-1,"Male/Female","Gunner",9,8,10,"OO-","NormalS Up",2,"Attack",5,"Fast Chrge",-2,,,,
"Diablo Coil X","16100z","Diablos HvySpne",2,"Diablos Hvy Cpc",2,"Wyvern Stone",2,"Emperor Locust",5,92,3,1,0,-1,-2,"Male/Female","Blade",9,9,10,"OO-","Attack",3,"WindPress",4,"Map",-2,,,,
"Diablo Coat X","16100z","Diablos HvySpne",2,"Diablos Hvy Cpc",2,"Wyvern Stone",2,"Emperor Locust",5,46,5,4,0,2,-1,"Male/Female","Gunner",9,9,10,"OO-","Attack",3,"WindPress",4,"Map",-2,,,,
"Gravios Tasset X","16100z","Gravios Hvy Cpc",2,"Gravios Carapace",3,"Hrd Monster Bone",4,"GraviosDvnePlate",1,92,2,2,-2,-2,0,"Male/Female","Blade",9,9,10,"OO-","Health",3,"Guard",2,"Guard Up",2,"Technique",-2,,
"Gravios Coat X","16100z","Gravios Hvy Cpc",2,"Gravios Carapace",3,"Hrd Monster Bone",4,"GraviosDvnePlate",1,46,4,3,0,1,1,"Male/Female","Gunner",9,9,10,"OO-","Health",3,"Guard Up",2,"Recoil",2,"Technique",-2,,
"Kut-Ku Tasset Z","12800z","BlueKut-KuThkScl",2,"BlueKut-KuHvyCpc",3,"Bullfango Pelt+",3,,,80,2,0,-1,-2,-2,"Male/Female","Blade",9,7,10,"OO-","Health",-2,"Expert",3,"WindPress",1,"Recovery",3,,
"Kut-Ku Coat Z","12800z","BlueKut-KuThkScl",2,"BlueKut-KuHvyCpc",3,"Bullfango Pelt+",3,,,40,5,3,0,1,-1,"Male/Female","Gunner",9,7,10,"OO-","Health",-2,"Expert",3,"Load",1,"Recovery",3,,
"Conga Tasset Z","13300z","GrnCongalalaPelt",3,"ConglalaStrngFng",6,"Remobra Skin G",1,"Emperor Locust",4,82,2,1,0,1,-3,"Male/Female","Blade",9,7,10,"OO-","Sharpness",-2,"Guard Up",2,"Cooking",2,"Quake Res",3,,
"Conga Coat Z","13300z","GrnCongalalaPelt",3,"ConglalaStrngFng",6,"Remobra Skin G",1,"Emperor Locust",4,42,4,3,0,3,-1,"Male/Female","Gunner",9,7,10,"OO-","Guard Up",2,"PelletSAdd",3,"Cooking",2,"Fast Chrge",-2,,
"Gypceros Tasset Z","13300z","Pur Gyp StrngWng",3,"Venom Sac",2,"Antiseptic Stone",8,"Rare Scarab",4,82,-4,4,0,1,1,"Male/Female","Blade",9,7,10,"OOO","Faint",2,"Hunger",-3,"Stamina",2,,,,
"Gypceros Coat Z","13300z","Pur Gyp StrngWng",3,"Venom Sac",2,"Antiseptic Stone",8,"Rare Scarab",4,42,-1,6,0,4,3,"Male/Female","Gunner",9,7,10,"OO-","Faint",4,"Hunger",-3,"Stamina",3,,,,
"Khezu Tasset Z","13800z","Alluring Wing",2,"ChoiceKhezuSteak",1,"Wyvern Stone",2,"Rare Scarab",3,84,3,4,0,-3,0,"Male/Female","Blade",9,7,10,"OOO","Protection",-2,"HearProtct",3,"Wide Area",2,,,,
"Khezu Coat Z","13800z","Alluring Wing",2,"ChoiceKhezuSteak",1,"Wyvern Stone",2,"Rare Scarab",3,42,5,6,0,-1,1,"Male/Female","Gunner",9,7,10,"OO-","Protection",-3,"HearProtct",5,"Wide Area",1,,,,
"Hermitaur Tasset Z","13800z","Pur HermitaurShl",4,"Black Pearl",5,"Hvy Monster Bone",3,"Hrd Monster Bone",3,84,0,-2,1,3,-4,"Male/Female","Blade",9,7,10,"OOO","Guard",1,"Stamina",-3,"Survival",3,,,,
"Hermitaur Coat Z","13800z","Pur HermitaurShl",4,"Black Pearl",5,"Hvy Monster Bone",3,"Hrd Monster Bone",3,42,1,-1,2,6,-2,"Male/Female","Gunner",9,7,10,"OOO","Load",-3,"Recoil",1,"Survival",3,,,,
"Plesioth Tasset Z","14250z","GrnPlsiothThkScl",3,"GrnPlsioth Fin G",1,"Grn Plsioth Scl+",3,"Nova Crystal",2,86,-4,-4,0,4,2,"Male/Female","Blade",9,7,10,"OO-","Hunger",2,"PsychicVis",5,"Stamina",1,"Technique",-1,,
"Plesioth Coat Z","14250z","GrnPlsiothThkScl",3,"GrnPlsioth Fin G",1,"Grn Plsioth Scl+",3,"Nova Crystal",2,44,-2,-2,1,6,3,"Male/Female","Gunner",9,7,10,"OO-","Hunger",2,"PsychicVis",5,"Stamina",1,"Technique",-1,,
"Blango Tasset Z","14750z","Brwn BlngngaPelt",4,"Blngnga HrdWhskr",1,"WhtMnoblosThrcic",2,"Stout Bone",4,90,3,2,1,0,-3,"Male/Female","Blade",9,8,10,"OO-","Faint",3,"Sharpness",3,"Attack",1,"Cold Res",-2,,
"Blango Coat Z","14750z","Brwn BlngngaPelt",4,"Blngnga HrdWhskr",1,"WhtMnoblosThrcic",2,"Stout Bone",4,46,5,4,2,1,-2,"Male/Female","Gunner",9,8,10,"OO-","Faint",3,"NormalS Up",3,"Cold Res",-2,"Speed Fire",1,,
"Ceanataur Tasset Z","15100z","RedCeanataurShl",3,"RedCeanataurClaw",1,"Fire Stone",6,"Black Pearl+",1,91,2,-1,0,1,0,"Male/Female","Blade",9,8,10,"OO-","Sharpness",3,"Artisan",2,"Defence",-4,,,,
"Ceanataur Coat Z","15100z","RedCeanataurShl",3,"RedCeanataurClaw",1,"Fire Stone",6,"Black Pearl+",1,46,4,0,2,2,1,"Male/Female","Gunner",9,8,10,"OO-","Load",4,"PierceS Up",2,"Defence",-3,,,,
"Diablo Coil Z","16100z","Blk Blos Hvy Spn",2,"Blk Blos Hvy Cpc",2,"Remobra Skin G",4,"Hvy Monster Bone",4,94,3,1,0,-1,-2,"Male/Female","Blade",9,9,10,"OO-","Sharpness",3,"Expert",2,"Protection",-2,"HearProtct",2,,
"Diablo Coat Z","16100z","Blk Blos Hvy Spn",2,"Blk Blos Hvy Cpc",2,"Remobra Skin G",4,"Hvy Monster Bone",4,48,5,4,0,2,-1,"Male/Female","Gunner",9,9,10,"OO-","Expert",2,"Load",3,"Protection",-2,"HearProtct",2,,
"Gravios Tasset Z","16100z","BlkGraviosHvyShl",2,"Blk Gravios Cpc",3,"Firecell Stone",5,"Pure Crystal",2,94,2,2,0,-2,1,"Male/Female","Blade",9,9,10,"OO-","ElementAtk",2,"Defence",5,"Stamina",-2,,,,
"Gravios Coat Z","16100z","BlkGraviosHvyShl",2,"Blk Gravios Cpc",3,"Firecell Stone",5,"Pure Crystal",2,48,4,3,0,1,2,"Male/Female","Gunner",9,9,10,"OO-","ElementAtk",2,"Defence",5,"Stamina",-2,,,,
"Crystal Sash","11000z","Pure Crystal",1,"ChoiceKhezuSteak",1,"Emperor Locust",3,,,30,0,0,0,0,0,"Male/Female","Blade/Gunner",10,7,10,"OOO",,,,,,,,,,
"True Golden Obi","23700z","Rajang Hvy Fang",4,"ShiningRajangPlt",1,"BlkRajangThkPelt",3,"GldRathianThkScl",2,81,3,2,3,2,-2,"Male/Female","Blade",10,9,10,"OO-","Sneak",-2,"Artisan",1,"Dragon Res",2,"Fast Chrge",4,,
"True PuppetMastr Obi","23700z","BlkRajangThkPelt",4,"Rajang StrngClaw",2,"DaoraDrgnThckScl",2,"Remobra Skin G",2,40,4,3,4,3,-1,"Male/Female","Gunner",10,9,10,"OO-","Sneak",2,"NormalS Up",1,"Dragon Res",2,"Fast Chrge",4,,
"Black Belt Tasset X","19800z","Azure LaoS Claw",1,"Blackbelt Coin G",12,"Expert Coin G",12,"Commendation G",1,82,1,1,1,1,1,"Male/Female","Blade",10,8,10,"OO-","Artisan",3,"All Resist",1,"Potential",-2,"FlyneGuide",3,,
"Black Belt Coat X","19800z","Azure LaoS Claw",1,"Blackbelt Coin G",12,"Expert Coin G",12,"Commendation G",1,42,3,3,3,3,3,"Male/Female","Gunner",10,8,10,"OO-","NormalS Up",3,"All Resist",1,"Potential",-2,"FlyneGuide",3,,
"Obituary Anka X","13800z","PhantomButterfly",2,"Great Hornfly",3,"Venom Sac",6,"Great Ladybug",3,84,3,3,2,-5,-4,"Male","Blade",10,7,10,"OOO","Cold Res",-2,"Gathering",2,"Evade",3,,,,
"Obituary Cocusa X","13800z","PhantomButterfly",2,"Great Hornfly",3,"Venom Sac",6,"Great Ladybug",3,42,4,5,2,-4,-3,"Male","Gunner",10,7,10,"OOO","Cold Res",-2,"Gathering",2,"Evade",3,,,,
"Butterfly Anka X","13800z","PhantomButterfly",2,"Great Hornfly",3,"Venom Sac",6,"Great Ladybug",3,84,3,3,2,-5,-4,"Female","Blade",10,7,10,"OOO","Cold Res",-2,"Gathering",2,"Evade",3,,,,
"Butterfly Cocusa X","13800z","PhantomButterfly",2,"Great Hornfly",3,"Venom Sac",6,"Great Ladybug",3,42,4,5,2,-4,-3,"Female","Gunner",10,7,10,"OOO","Cold Res",-2,"Gathering",2,"Evade",3,,,,
"True Mizuha Sash","21000z","Chameleos Hide G",2,"Chameleos Tail G",1,"Ancient DrgnBone",3,"Chameleos Jewel",1,92,-4,0,-1,3,4,"Male/Female","Blade",10,9,10,"OO-","Sneak",1,"HearProtct",4,"Terrain",-2,"Daora Res",2,,
"True Extrvagant Coat","21000z","Chameleos Hide G",2,"Chameleos Tail G",1,"Ancient DrgnBone",3,"Chameleos Jewel",1,46,-3,1,0,4,5,"Male/Female","Gunner",10,9,10,"OO-","Sneak",1,"HearProtct",4,"Terrain",-2,"Daora Res",2,,
"Kushala Cocoon X","24000z","Daora Hvy Carpce",2,"DaoraDrgnThckScl",3,"Daora Sharp Claw",2,"Daora Jewel",1,94,0,-2,-3,2,4,"Male/Female","Blade",10,9,10,"OO-","Poison",-2,"Sharpness",1,"Evade",4,"FireDrgRes",2,,
"Kushala Wind Wrap X","24000z","Daora Hvy Carpce",2,"DaoraDrgnThckScl",3,"Daora Sharp Claw",2,"Daora Jewel",1,48,2,-2,-2,3,5,"Male/Female","Gunner",10,9,10,"OO-","Poison",-2,"Load",4,"Recoil",1,"FireDrgRes",2,,
"Kirin Hoop X","24000z","Kirin Hide G",1,"KirinThndrTail G",3,"Kirin Azure Horn",2,"Lightning Sac",3,96,0,4,-1,2,0,"Male/Female","Blade",10,9,10,"OO-","ElementAtk",1,"Protection",2,"All Resist",-2,"Stamina",4,,
"Kirin Shorts X","24000z","Kirin Hide G",1,"KirinThndrTail G",3,"Kirin Azure Horn",2,"Lightning Sac",3,48,1,6,0,4,1,"Male/Female","Gunner",10,9,10,"OO-","ElementAtk",4,"Protection",2,"All Resist",-2,"Stamina",1,,
"Empress Tasset X","27000z","Fire Drgn HvyScl",4,"Lunastra Horn G",1,"Lunastra Carpace",3,"Commendation S",1,98,5,0,-2,-1,0,"Male/Female","Blade",10,"9!","8!","OO-","Wide Area",1,"Recovery",3,"Everlastng",-2,"ChmleosRes",3,,
"Empress Coat X","27000z","Fire Drgn HvyScl",4,"Lunastra Horn G",1,"Lunastra Carpace",3,"Commendation S",1,49,6,2,-1,1,0,"Male/Female","Gunner",10,"9!","8!","OO-","Wide Area",3,"Recovery",3,"Everlastng",-2,"ChmleosRes",1,,
"True Indra Wrap","31500z","Gaoren Hvy Cpc",2,"GaorenStrngClaw",1,"Daora Hvy Carpce",1,"GaorenDvinePlate",1,100,-2,2,-2,3,2,"Male/Female","Blade",10,9,10,"OOO","Guard",2,"Cooking",-2,"Quake Res",3,,,,
"True Steadfast Coat","31500z","Gaoren Hvy Cpc",2,"GaorenStrngClaw",1,"Daora Hvy Carpce",1,"GaorenDvinePlate",1,50,0,3,-1,5,3,"Male/Female","Gunner",10,9,10,"OOO","Recoil",2,"Cooking",-2,"Quake Res",3,,,,
"Kaiser Tasset X","31500z","Fire Drgn HvyScl",4,"Teostra Mane",3,"Firecell Stone",4,"Fire Drgn Jwl",1,100,5,0,-2,-1,0,"Male/Female","Blade",10,9,10,"OO-","Expert",4,"Everlastng",-2,"ChmleosRes",3,,,,
"Kaiser Coat X","31500z","Fire Drgn HvyScl",4,"Teostra Mane",3,"Firecell Stone",4,"Fire Drgn Jwl",1,50,6,2,-1,1,0,"Male/Female","Gunner",10,9,10,"OO-","Expert",6,"Everlastng",-2,"ChmleosRes",1,,,,
"True GuardnSpritCoil","31500z","Dragonmoss G",2,"Dragonwood G",2,"YamatsukamiFluid",3,"Commendation S",1,100,2,3,-2,2,-2,"Male/Female","Blade",10,9,10,"OO-","Paralysis",3,"Fencing",3,"Hunger",-2,"Cooking",1,,
"True Carnage Wrap","31500z","Dragonmoss G",2,"Dragonwood G",2,"YamatsukamiFluid",3,"Commendation S",1,50,4,5,-1,3,-1,"Male/Female","Gunner",10,9,10,"OO-","Hunger",-2,"Loading",3,"Cooking",1,"Para CtAdd",3,,
"Dragon Spine X","44444z","Fatalis Hvy Shl",3,"Fatalis Thck Scl",2,"Fatalis Hrd Wbng",1,"Rathalos Ruby",3,100,0,2,-5,2,2,"Male/Female","Blade",10,9,10,"OO-","Sharpness",3,"Dragon Res",-3,"Evade Inc",1,"Status Res",2,,
"Dragon Scale X","44444z","Fatalis Hvy Shl",3,"Fatalis Thck Scl",2,"Fatalis Hrd Wbng",1,"Rathalos Ruby",3,50,2,4,-2,4,3,"Male/Female","Gunner",10,9,10,"OO-","PierceS Up",3,"Dragon Res",-3,"Evade Inc",1,"Status Res",2,,
"Ucamulbas Cincture","31500z","Ucamulbas Scale",4,"Ucamulbas Tail",2,"Lg Wyvern Stone",5,"Ucamu Divine Jwl",1,100,-4,-2,0,3,5,"Male/Female","Blade",10,9,10,"OO-","Artisan",3,"Fencing",1,"Protection",-3,"Quake Res",2,,
"Ucamulbas Sash","31500z","Ucamulbas Scale",4,"Ucamulbas Tail",2,"Lg Wyvern Stone",5,"Ucamu Divine Jwl",1,50,-2,0,1,5,6,"Male/Female","Gunner",10,9,10,"OO-","Load",3,"Protection",-3,"Loading",3,,,,
"Melahoa Skirt Z","11700z","Emperor Locust",5,"Dosbiscus",5,"FlynMealPassPlus",2,"Monster Broth",6,78,0,1,0,1,0,"Male/Female","Blade",10,7,10,"OO-","HiSpdGathr",1,"Whim",-3,"Evade Inc",4,"Set Trap",1,,
"Melahoa Trunk Z","11700z","Emperor Locust",5,"Dosbiscus",5,"FlynMealPassPlus",2,"Monster Broth",6,38,0,1,0,2,0,"Male/Female","Gunner",10,7,10,"OOO","HiSpdGathr",3,"Whim",-2,"Set Trap",2,,,,
"Makluva Coat Z","13300z","Etherlite Ore",5,"Plsioth Thck Scl",4,"Springnight Carp",5,"Book of Combos 5",1,82,0,-2,0,2,0,"Male/Female","Blade",10,7,10,"OO-","Protection",-3,"HearProtct",3,"MixSucRate",3,,,,
"Makluva Fin Z","13300z","Etherlite Ore",5,"Plsioth Thck Scl",4,"Springnight Carp",5,"Book of Combos 5",1,42,0,-1,0,3,0,"Male/Female","Gunner",10,7,10,"OO-","Protection",-2,"HearProtct",2,"MixSucRate",5,,,,
"Rathian Heart Coil Z","21000z","PnkRathianThkScl",3,"PnkRathianHvyCpc",2,"Blaze Sac",2,"RathianDvnePlate",1,92,2,-2,-4,0,0,"Male/Female","Blade",10,8,10,"OOO","Protection",3,"Wide Area",2,"Potential",-2,,,,
"Rathian Heart Coat Z","21000z","PnkRathianThkScl",3,"PnkRathianHvyCpc",2,"Blaze Sac",2,"RathianDvnePlate",1,46,4,0,-2,2,2,"Male/Female","Gunner",10,8,10,"OO-","Protection",2,"Wide Area",5,"Potential",-2,,,,
"Rathalos Soul Coil Z","21500z","AzrRathlosHvyCpc",2,"AzrRathlosThkScl",4,"Rathalos Ruby",1,"Blaze Sac",2,94,2,2,-4,-1,0,"Male/Female","Blade",10,8,10,"OO-","Health",-2,"Expert",2,"HearProtct",1,"Technique",4,,
"Rathalos Soul Coat Z","21500z","AzrRathlosHvyCpc",2,"AzrRathlosThkScl",4,"Rathalos Ruby",1,"Blaze Sac",2,48,4,5,-2,2,1,"Male/Female","Gunner",10,8,10,"OO-","Health",-2,"Expert",2,"HearProtct",1,"Technique",4,,
"Golden Moon Tasset Z","24000z","GldRathianThkScl",3,"GldRathianHvyCpc",4,"Rathian Ruby",1,"RathianDvnePlate",1,96,2,-2,1,0,0,"Male/Female","Blade",10,9,10,"OOO","Whim",-2,"Fate",3,"Trapper",2,,,,
"Golden Moon Coat Z","24000z","GldRathianThkScl",3,"GldRathianHvyCpc",4,"Rathian Ruby",1,"RathianDvnePlate",1,48,4,0,2,2,1,"Male/Female","Gunner",10,9,10,"OOO","Whim",-2,"Fate",3,"Trapper",2,,,,
"Silver Sol Tasset Z","24500z","SlvrRthlosHvyCpc",2,"SlvrRthlosThkScl",4,"RathlosDvnePlate",1,"Rathalos Plate",1,98,2,-1,1,-1,0,"Male/Female","Blade",10,9,10,"OOO","Fencing",1,"Attack",3,"Defence",-3,,,,
"Silver Sol Coat Z","24500z","SlvrRthlosHvyCpc",2,"SlvrRthlosThkScl",4,"RathlosDvnePlate",1,"Rathalos Plate",1,50,4,1,2,2,1,"Male/Female","Gunner",10,9,10,"OOO","PierceS Up",1,"Attack",3,"Defence",-3,,,,
"Auroros Tasset Kyoku","35500z","Lao-ShanThckScl",5,"Azure LaoS Claw",1,"Tigrex Thck Scl",6,"Commendation S",1,98,-2,0,-4,2,2,"Male","Blade",10,9,10,"OO-","Faint",-2,"Rec Speed",4,"Drawn Crit",3,,,,
"Genesis Tasset Kyoku","35500z","Lao-ShanThckScl",5,"Azure LaoS Claw",1,"Tigrex Thck Scl",6,"Commendation S",1,50,1,2,-2,3,3,"Male","Gunner",10,9,10,"OO-","Faint",-2,"Rec Speed",4,"PelletS Up",3,,,,
"BorealisTasset Kyoku","35500z","Lao-ShanThckScl",5,"Azure LaoS Claw",1,"Tigrex Thck Scl",6,"Commendation S",1,98,-2,0,-4,2,2,"Female","Blade",10,9,10,"OO-","Faint",-2,"Rec Speed",4,"Drawn Crit",3,,,,
"Glyph Tasset Kyoku","35500z","Lao-ShanThckScl",5,"Azure LaoS Claw",1,"Tigrex Thck Scl",6,"Commendation S",1,50,1,2,-2,3,3,"Female","Gunner",10,9,10,"OO-","Faint",-2,"Rec Speed",4,"PelletS Up",3,,,,
"Fatalis Spine Z","55555z","FataHvyCrmsnShl",3,"FataThkCrmsnScl",2,"FataHrdCrmsnWng",1,"BlkGravDvnePlate",1,103,0,2,-5,2,2,"Male/Female","Blade",10,9,10,"OO-","Rec Speed",-3,"Artisan",3,"Evade",1,"Rage",2,,
"Fatalis Scale Z","55555z","FataHvyCrmsnShl",3,"FataThkCrmsnScl",2,"FataHrdCrmsnWng",1,"BlkGravDvnePlate",1,53,2,4,-2,4,3,"Male/Female","Gunner",10,9,10,"OO-","Rec Speed",-3,"Evade",1,"Loading",3,"Rage",2,,
"Wht Fatalis Spine Z","66666z","WhtFatalisHvyCpc",3,"WhtFatalisThkScl",2,"Wht Fatalis Wng",1,"Elder Dragon Jwl",1,104,0,2,-5,2,2,"Male/Female","Blade",10,9,10,"OO-","Rec Speed",4,"Fate",-3,"SwdMastery",2,,,,
"Wht Fatalis Scale Z","66666z","WhtFatalisHvyCpc",3,"WhtFatalisThkScl",2,"Wht Fatalis Wng",1,"Elder Dragon Jwl",1,54,2,4,-2,4,3,"Male/Female","Gunner",10,9,10,"OO-","Rec Speed",4,"Fate",-3,"Marksman",2,,,,
