"Name","Price","Material 1","Amount","Material 2","Amount","Material 3","Amount","Material 4","Amount","Defense","Fire Res","Thunder Res","Dragon Res","Water Res","Ice Res","Gender","Hunter Type","Rarity","HR","Elder*","Slots","Skill 1","Skill Point","Skill 2","Skill Point","Skill 3","Skill Point","Skill 4","Skill Point","Skill 5","Skill Point"
"Hermitaur Greaves X","13800z","HermitaurClaw G",2,"Hermitaur HvyCpc",3,"Black Pearl+",1,"Dragonite Ore",15,82,-3,-4,1,3,0,"Male/Female","Blade",9,"7","10","OO-","Guard Up",1,"BombStrUp",3,"Defence",3,"All Resist",-2,,
"Hermitaur Leggings X","13800z","HermitaurClaw G",2,"Hermitaur HvyCpc",3,"Black Pearl+",1,"Dragonite Ore",15,40,-1,-2,2,5,1,"Male/Female","Gunner",9,"7","10","OO-","Guard Up",1,"CragS Add",3,"Defence",3,"All Resist",-2,,
"Hypnoc Greaves X","13800z","Hypnoc Feather+",4,"Hypnoc StrngClaw",3,"Sleep Sac",4,"Rubbery Hide G",2,82,-2,0,1,2,1,"Male/Female","Blade",9,"7","10","OO-","Paralysis",-2,"Sleep",4,"Technique",3,,,,
"Hypnoc Leggings X","13800z","Hypnoc Feather+",4,"Hypnoc StrngClaw",3,"Sleep Sac",4,"Rubbery Hide G",2,40,0,2,2,4,3,"Male/Female","Gunner",9,"7","10","OO-","Paralysis",-2,"Sleep",1,"SleepCtAdd",3,"Technique",3,,
"Basarios Greaves X","13800z","Basarios Hvy Cpc",3,"Hvy Monster Bone",2,"Toxin Sac",3,"Etherlite Ore",4,84,0,2,-2,2,1,"Male/Female","Blade",9,"8","10","OO-","Attack",-2,"Defence",4,"Protection",3,,,,
"Basarios Leggings X","13800z","Basarios Hvy Cpc",3,"Hvy Monster Bone",2,"Toxin Sac",3,"Etherlite Ore",4,42,2,4,0,4,2,"Male/Female","Gunner",9,"8","10","OO-","Attack",-2,"Defence",4,"Protection",3,,,,
"Plesioth Greaves X","14250z","Plsioth Thck Scl",4,"Plesioth Fin G",2,"Cephalos Fin+",3,"Carbalite Ore",6,84,-4,-4,0,4,2,"Male/Female","Blade",9,"7","10","OO-","Stamina",3,"Technique",-3,"Trapper",3,,,,
"Plesioth Leggings X","14250z","Plsioth Thck Scl",4,"Plesioth Fin G",2,"Cephalos Fin+",3,"Carbalite Ore",6,42,-2,-2,1,6,3,"Male/Female","Gunner",9,"7","10","OO-","Stamina",3,"Technique",-3,"Trapper",3,,,,
"Monoblos Greaves X","14750z","Melange Ore",3,"Majestic Red Hrn",2,"Monoblos Carpce",5,"PhantomButterfly",3,88,2,-2,-1,-1,-1,"Male/Female","Blade",9,"7!","8!","OO-","Expert",4,"Protection",-2,"PsychicVis",2,"Potential",1,,
"Monoblos Leggings X","14750z","Melange Ore",3,"Majestic Red Hrn",2,"Monoblos Carpce",5,"PhantomButterfly",3,44,4,0,0,2,0,"Male/Female","Gunner",9,"7!","8!","OO-","Expert",4,"Protection",-2,"PsychicVis",2,"Potential",1,,
"Garuga Greaves X","14750z","Garuga Scale G",5,"Garuga Hvy Cpc",3,"Garuga StrngWng",2,"Rare Scarab",4,88,2,2,0,0,0,"Male/Female","Blade",9,"8","10","OO-","Rec Speed",-2,"SwdShrpner",5,"HearProtct",2,,,,
"Garuga Leggings X","14750z","Garuga Scale G",5,"Garuga Hvy Cpc",3,"Garuga StrngWng",2,"Rare Scarab",4,44,3,3,0,2,1,"Male/Female","Gunner",9,"8","10","OO-","Rec Speed",-2,"HearProtct",2,"RazorCtAdd",5,,,,
"Blango Greaves X","14750z","Blangonga Pelt G",3,"Blango Pelt+",5,"Colossal Bone",2,"Bullfango Pelt+",4,88,-4,0,1,2,3,"Male/Female","Blade",9,"8","10","OO-","Snow Res",5,"ElementAtk",2,"Heat Res",-2,,,,
"Blango Leggings X","14750z","Blangonga Pelt G",3,"Blango Pelt+",5,"Colossal Bone",2,"Bullfango Pelt+",4,44,-3,1,2,4,5,"Male/Female","Gunner",9,"8","10","OO-","Snow Res",5,"ElementAtk",2,"Heat Res",-2,,,,
"Ceanataur Greaves X","15100z","CeanataurHvyCpc",2,"CeanataurHvyLeg",3,"Hrd Monster Bone",4,"Black Pearl+",1,89,1,-1,0,2,-1,"Male/Female","Blade",9,"8","10","OO-","Health",-4,"Fencing",1,"Drawn Crit",4,,,,
"Ceanataur Leggings X","15100z","CeanataurHvyCpc",2,"CeanataurHvyLeg",3,"Hrd Monster Bone",4,"Black Pearl+",1,44,2,0,2,4,0,"Male/Female","Gunner",9,"8","10","OO-","Health",-3,"PierceSAdd",5,"Loading",1,,,,
"Rathian Greaves X","15600z","Rathian Hvy Cpc",2,"Rathian Thck Scl",3,"Blaze Sac",2,"Emperor Locust",4,90,2,-2,-4,0,0,"Male/Female","Blade",9,"8","10","OO-","Health",5,"SwdShrpner",-2,"Recovery",2,,,,
"Rathian Leggings X","15600z","Rathian Hvy Cpc",2,"Rathian Thck Scl",3,"Blaze Sac",2,"Emperor Locust",4,44,4,0,-2,2,2,"Male/Female","Gunner",9,"8","10","OO-","Health",5,"Recovery",2,"Precision",-2,,,,
"Naruga Greaves X","15600z","Naruga Blk Pelt",4,"Naruga Thck Scl",3,"NarugaDvinePlate",1,"Remobra Skin G",4,90,-4,-3,0,3,2,"Male/Female","Blade",9,"8","10","OOO","Attack",-3,"Evade",3,"Evade Inc",1,,,,
"Naruga Leggings X","15600z","Naruga Blk Pelt",4,"Naruga Thck Scl",3,"NarugaDvinePlate",1,"Remobra Skin G",4,44,-2,-1,1,4,3,"Male/Female","Gunner",9,"8","10","OO-","Attack",-2,"Evade",2,"Evade Inc",3,"Set Trap",2,,
"Volganos Greaves X","16100z","Volganos Hvy Cpc",3,"Volganos Fin+",1,"Volganos Thk Scl",4,"Ioprey Hide+",5,92,4,0,1,-3,0,"Male/Female","Blade",9,"8","10","OO-","MixSucRate",-2,"Terrain",2,"Survival",3,"Fast Chrge",2,,
"Volganos Leggings X","16100z","Volganos Hvy Cpc",3,"Volganos Fin+",1,"Volganos Thk Scl",4,"Ioprey Hide+",5,46,5,2,2,-1,2,"Male/Female","Gunner",9,"8","10","O--","MixSucRate",-2,"Terrain",5,"Survival",1,"Fast Chrge",3,,
"Tigrex Greaves X","16100z","Tigrex Hvy Cpc",2,"Tigrex Thck Scl",4,"TigrexDvinePlate",1,"Emperor Locust",6,92,3,-2,-1,2,3,"Male/Female","Blade",9,"9","10","OOO","Protection",-3,"HearProtct",2,"Cooking",2,,,,
"Tigrex Leggings X","16100z","Tigrex Hvy Cpc",2,"Tigrex Thck Scl",4,"TigrexDvinePlate",1,"Emperor Locust",6,46,4,-1,0,3,4,"Male/Female","Gunner",9,"9","10","OO-","Protection",-2,"HearProtct",2,"Cooking",3,"Observance",2,,
"Rathalos Greaves X","16100z","Rathalos Hvy Cpc",4,"FireWyvrnHrdClaw",4,"RathlosDvnePlate",1,"Emperor Locust",6,92,2,2,-4,-1,-3,"Male/Female","Blade",9,"8","10","OO-","Attack",5,"Drawn Crit",2,"Fast Chrge",-2,,,,
"Rathalos Leggings X","16100z","Rathalos Hvy Cpc",4,"FireWyvrnHrdClaw",4,"RathlosDvnePlate",1,"Emperor Locust",6,46,4,5,-2,0,-1,"Male/Female","Gunner",9,"8","10","OO-","NormalS Up",2,"Attack",5,"Fast Chrge",-2,,,,
"Diablo Greaves X","16100z","Diablos Hvy Cpc",3,"Diablos HvySpne",2,"Etherlite Ore",4,"Melange Ore",2,92,3,1,0,-1,-2,"Male/Female","Blade",9,"9","10","OO-","Attack",6,"WindPress",1,"Map",-2,,,,
"Diablo Leggings X","16100z","Diablos Hvy Cpc",3,"Diablos HvySpne",2,"Etherlite Ore",4,"Melange Ore",2,46,5,4,0,2,-1,"Male/Female","Gunner",9,"9","10","OO-","Attack",6,"WindPress",1,"Map",-2,,,,
"Gravios Greaves X","16100z","Gravios Hvy Cpc",3,"Gravios Carapace",6,"Hvy Monster Bone",2,"Lg Wyvern Stone",1,92,2,2,-2,-2,0,"Male/Female","Blade",9,"9","10","OO-","Health",3,"Guard",3,"Guard Up",1,"Technique",-2,,
"Gravios Leggings X","16100z","Gravios Hvy Cpc",3,"Gravios Carapace",6,"Hvy Monster Bone",2,"Lg Wyvern Stone",1,46,4,3,0,1,1,"Male/Female","Gunner",9,"9","10","OO-","Health",-3,"Guard Up",1,"Recoil",3,"Technique",-2,,
"Kut-Ku Greaves Z","12800z","Lucky Kut-KuEar",1,"BlueKut-KuHvyCpc",2,"Kut-Ku Hrd Wbbng",2,"Ioprey Hide+",2,80,2,0,-1,-2,-2,"Male/Female","Blade",9,"7","10","OOO","Health",-3,"Expert",1,"WindPress",3,,,,
"Kut-Ku Leggings Z","12800z","Lucky Kut-KuEar",1,"BlueKut-KuHvyCpc",2,"Kut-Ku Hrd Wbbng",2,"Ioprey Hide+",2,40,5,3,0,1,-1,"Male/Female","Gunner",9,"7","10","OOO","Health",-2,"Expert",1,"Load",3,,,,
"Conga Greaves Z","13300z","GrnCongalalaPelt",3,"Remobra Skin G",1,"Colossal Bone",2,"Etherlite Ore",4,82,2,1,0,1,-3,"Male/Female","Blade",9,"7","10","OO-","Sharpness",-2,"Guard Up",2,"Cooking",2,"Quake Res",3,,
"Conga Leggings Z","13300z","GrnCongalalaPelt",3,"Remobra Skin G",1,"Colossal Bone",2,"Etherlite Ore",4,42,4,3,0,3,-1,"Male/Female","Gunner",9,"7","10","OO-","Guard Up",2,"PelletSAdd",3,"Cooking",2,"Fast Chrge",-2,,
"Gypceros Greaves Z","13300z","Pur Gyp StrngWng",3,"Monster Broth+",2,"Antiseptic Stone",10,"Remobra Skin G",2,82,-4,4,0,1,1,"Male/Female","Blade",9,"7","10","OOO","Faint",2,"Hunger",-3,"Stamina",2,,,,
"Gypceros Leggings Z","13300z","Pur Gyp StrngWng",3,"Monster Broth+",2,"Antiseptic Stone",10,"Remobra Skin G",2,42,-1,6,0,4,3,"Male/Female","Gunner",9,"7","10","OOO","Faint",2,"Hunger",-3,"Stamina",2,,,,
"Khezu Greaves Z","13800z","Alluring Wing",2,"Pale Khezu Steak",1,"Lightning Sac",2,"Lifepowder",3,84,3,4,0,-3,0,"Male/Female","Blade",9,"7","10","OO-","Protection",-2,"HearProtct",2,"Wide Area",5,,,,
"Khezu Leggings Z","13800z","Alluring Wing",2,"Pale Khezu Steak",1,"Lightning Sac",2,"Lifepowder",3,42,5,6,0,-1,1,"Male/Female","Gunner",9,"7","10","OO-","Protection",-2,"HearProtct",3,"Wide Area",4,,,,
"Hermitaur Greaves Z","13800z","Pur HermitaurClw",2,"Pur HermitaurShl",3,"Razor Claw",3,"Carbalite Ore",6,84,0,-2,1,3,-4,"Male/Female","Blade",9,"7","10","OO-","Guard",3,"Attack",3,"Stamina",-2,"Survival",1,,
"Hermitaur Leggings Z","13800z","Pur HermitaurClw",2,"Pur HermitaurShl",3,"Razor Claw",3,"Carbalite Ore",6,42,1,-1,2,6,-2,"Male/Female","Gunner",9,"7","10","OO-","Load",-2,"Recoil",3,"ClustS Add",3,"Survival",1,,
"Plesioth Greaves Z","14250z","GrnPlsiothThkScl",4,"GrnPlsioth Fin G",2,"Coral Cphlos Fin",1,"Etherlite Ore",4,86,-4,-4,0,4,2,"Male/Female","Blade",9,"7","10","OO-","Hunger",3,"Stamina",3,"Technique",-3,,,,
"Plesioth Leggings Z","14250z","GrnPlsiothThkScl",4,"GrnPlsioth Fin G",2,"Coral Cphlos Fin",1,"Etherlite Ore",4,44,-2,-2,1,6,3,"Male/Female","Gunner",9,"7","10","OO-","Hunger",3,"Stamina",3,"Technique",-3,,,,
"Blango Greaves Z","14750z","Brwn BlngngaPelt",3,"Brwn BlngngaFang",1,"Wht Monoblos Cpc",4,"Colossal Bone",2,90,3,2,1,0,-3,"Male/Female","Blade",9,"8","10","OO-","Faint",3,"Sharpness",3,"Attack",1,"Cold Res",-2,,
"Blango Leggings Z","14750z","Brwn BlngngaPelt",3,"Brwn BlngngaFang",1,"Wht Monoblos Cpc",4,"Colossal Bone",2,46,5,4,2,1,-2,"Male/Female","Gunner",9,"8","10","OO-","Faint",3,"NormalS Up",3,"Cold Res",-2,"Speed Fire",1,,
"Ceanataur Greaves Z","15100z","RedCeanataurShl",2,"CeanataurHvyLeg",3,"Firecell Stone",4,"Melange Ore",4,91,2,-1,0,1,0,"Male/Female","Blade",9,"8","10","OO-","Sharpness",3,"Artisan",2,"Defence",-4,,,,
"Ceanataur Leggings Z","15100z","RedCeanataurShl",2,"CeanataurHvyLeg",3,"Firecell Stone",4,"Melange Ore",4,46,4,0,2,2,1,"Male/Female","Gunner",9,"8","10","OO-","Load",4,"PierceS Up",2,"Defence",-3,,,,
"Diablo Greaves Z","16100z","Blk Blos Hvy Cpc",3,"Blk Blos Hvy Spn",2,"Hrd Monster Bone",6,"Melange Ore",3,94,3,1,0,-1,-2,"Male/Female","Blade",9,"9","10","OO-","Sharpness",2,"Expert",3,"Protection",-2,"HearProtct",2,,
"Diablo Leggings Z","16100z","Blk Blos Hvy Cpc",3,"Blk Blos Hvy Spn",2,"Hrd Monster Bone",6,"Melange Ore",3,48,5,4,0,2,-1,"Male/Female","Gunner",9,"9","10","OO-","Expert",3,"Load",2,"Protection",-2,"HearProtct",2,,
"Gravios Greaves Z","16100z","BlkGraviosHvyShl",3,"Blk Gravios Cpc",6,"Blaze Sac",3,"BlkGravDvnePlate",1,94,2,2,0,-2,1,"Male/Female","Blade",9,"9","10","OO-","ElementAtk",2,"Defence",5,"Stamina",-2,,,,
"Gravios Leggings Z","16100z","BlkGraviosHvyShl",3,"Blk Gravios Cpc",6,"Blaze Sac",3,"BlkGravDvnePlate",1,48,4,3,0,1,2,"Male/Female","Gunner",9,"9","10","OO-","ElementAtk",2,"Defence",5,"Stamina",-2,,,,
"Crystal Anklet","11000z","Pure Crystal",1,"Hg Lobstershell",1,"Etherlite Ore",3,,,30,0,0,0,0,0,"Male/Female","Blade/Gunner",10,"7","10","OOO",,,,,,,,,,
"Famitsu Cloth Wrap X","5600z","FamitsuSpcialTkt",5,"Commendation S",1,"Expert Coin G",6,"Fighter Coin G",3,40,4,4,4,4,4,"Male","Blade/Gunner",10,"9","10","---","Torso Inc",,,,,,,,,
"Famitsu Pants X","5600z","FamitsuSpcialTkt",5,"Commendation S",1,"Expert Coin G",6,"Fighter Coin G",3,40,4,4,4,4,4,"Female","Blade/Gunner",10,"9","10","---","Torso Inc",,,,,,,,,
"True Golden Hakama","23700z","Rajang Hard Horn",2,"Gold Rajang Pelt",2,"BlkRajangThkPelt",3,"DaoraDrgnThckScl",2,81,3,2,3,2,-2,"Male/Female","Blade",10,"9","10","OO-","Sneak",-2,"Artisan",3,"Dragon Res",3,,,,
"TruePuppetMastrSocks","23700z","BlkRajangThkPelt",4,"Rajang Hard Horn",3,"DaoraDrgnThckScl",2,"Remobra Skin G",2,40,4,3,4,3,-1,"Male/Female","Gunner",10,"9","10","OO-","Sneak",3,"NormalS Up",3,"Dragon Res",3,,,,
"Black Belt Greaves X","19800z","Kirin Hide G",1,"Expert Coin G",8,"Legendary Coin G",3,"Commendation S",1,82,1,1,1,1,1,"Male/Female","Blade",10,"9","10","---","Torso Inc",,,,,,,,,
"BlackBelt Leggings X","19800z","Azure LaoS Claw",1,"Expert Coin G",10,"Fighter Coin G",10,"Commendation G",1,42,3,3,3,3,3,"Male/Female","Gunner",10,"8","10","OOO","NormalS Up",1,"All Resist",4,"Potential",-2,,,,
"Obituary Gamba X","13800z","PhantomButterfly",3,"Great Hornfly",2,"Monster Broth+",4,"FireWyvrn BrnStm",3,84,3,3,2,-5,-4,"Male","Blade",10,"7","10","OOO","Cold Res",-2,"Gathering",2,"Evade",3,,,,
"Obituary Femur X","13800z","PhantomButterfly",3,"Great Hornfly",2,"Monster Broth+",4,"FireWyvrn BrnStm",3,42,4,5,2,-4,-3,"Male","Gunner",10,"7","10","OOO","Cold Res",-2,"Gathering",2,"Evade",3,,,,
"Butterfly Gamba X","13800z","PhantomButterfly",3,"Great Hornfly",2,"Monster Broth+",4,"FireWyvrn BrnStm",3,84,3,3,2,-5,-4,"Female","Blade",10,"7","10","OOO","Cold Res",-2,"Gathering",2,"Evade",3,,,,
"Butterfly Femur X","13800z","PhantomButterfly",3,"Great Hornfly",2,"Monster Broth+",4,"FireWyvrn BrnStm",3,42,4,5,2,-4,-3,"Female","Gunner",10,"7","10","OOO","Cold Res",-2,"Gathering",2,"Evade",3,,,,
"True Mizuha Leg Wrap","21000z","Chameleos Hide G",2,"ChameleosWbng G",3,"Melange Ore",5,"Commendation S",1,92,-4,0,-1,3,4,"Male/Female","Blade",10,"9","10","OO-","Sneak",1,"HearProtct",4,"Terrain",-2,"Daora Res",2,,
"TrueExtrvgntTrousers","21000z","Chameleos Hide G",2,"ChameleosWbng G",3,"Melange Ore",5,"Commendation S",1,46,-3,1,0,4,5,"Male/Female","Gunner",10,"9","10","OO-","Sneak",1,"HearProtct",4,"Terrain",-2,"Daora Res",2,,
"Kushala Crus X","24000z","Daora Hvy Carpce",3,"DaoraDrgnThckScl",4,"Melange Ore",5,"Commendation S",1,94,0,-2,-3,2,4,"Male/Female","Blade",10,"9","10","OO-","Poison",-2,"Sharpness",3,"Evade",2,"FireDrgRes",2,,
"Kushala Shank X","24000z","Daora Hvy Carpce",3,"DaoraDrgnThckScl",4,"Melange Ore",5,"Commendation S",1,48,2,-2,-2,3,5,"Male/Female","Gunner",10,"9","10","OO-","Poison",-2,"Load",2,"Recoil",3,"FireDrgRes",2,,
"Kirin Leg Guards X","24000z","Kirin Hide G",1,"Kirin Hide+",3,"Pur Gyp StrngWng",3,"Lightning Sac",2,96,0,4,-1,2,0,"Male/Female","Blade",10,"9","10","OO-","ElementAtk",1,"Protection",2,"All Resist",-2,"Stamina",4,,
"Kirin Boots X","24000z","Kirin Hide G",1,"Kirin Hide+",3,"Pur Gyp StrngWng",3,"Lightning Sac",2,48,1,6,0,4,1,"Male/Female","Gunner",10,"9","10","OO-","ElementAtk",1,"Protection",2,"All Resist",-2,"Stamina",4,,
"Empress Greaves X","27000z","Fire Drgn HvyScl",2,"Lunastra Carpace",4,"Fire Dragon Pwdr",2,"Fire Drgn Jwl",1,98,5,0,-2,-1,0,"Male/Female","Blade",10,"9!","8!","OO-","Wide Area",3,"Everlastng",-2,"Evade Inc",2,"ChmleosRes",2,,
"Empress Leggings X","27000z","Fire Drgn HvyScl",2,"Lunastra Carpace",4,"Fire Dragon Pwdr",2,"Fire Drgn Jwl",1,49,6,2,-1,1,0,"Male/Female","Gunner",10,"9!","8!","OO-","Wide Area",3,"Everlastng",-2,"Stamina",2,"ChmleosRes",2,,
"True Indra Leggings","31500z","Gaoren Hvy Cpc",2,"Gaoren Hvy Spn",1,"DaoraDrgnThckScl",2,"PhantomButterfly",2,100,-2,2,-2,3,2,"Male/Female","Blade",10,"9","10","OO-","Guard",3,"Cooking",-2,"Survival",4,,,,
"True Steadfast Boots","31500z","Gaoren Hvy Cpc",2,"Gaoren Hvy Spn",1,"DaoraDrgnThckScl",2,"PhantomButterfly",2,50,0,3,-1,5,3,"Male/Female","Gunner",10,"9","10","OO-","Recoil",3,"Cooking",-2,"Survival",4,,,,
"Kaiser Greaves X","31500z","Teostra Hvy Cpc",4,"Ancient DrgnBone",3,"Fire Dragon Pwdr",2,"Commendation S",1,100,5,0,-2,-1,0,"Male/Female","Blade",10,"9","10","OO-","Fencing",2,"Expert",3,"Everlastng",-2,"ChmleosRes",2,,
"Kaiser Leggings X","31500z","Teostra Hvy Cpc",4,"Ancient DrgnBone",3,"Fire Dragon Pwdr",2,"Commendation S",1,50,6,2,-1,1,0,"Male/Female","Gunner",10,"9","10","OO-","Expert",3,"Everlastng",-2,"ChmleosRes",2,"Speed Fire",2,,
"TrueGuardnSpritBoots","31500z","Dragonwood G",1,"Yamatsukami Skin",4,"ElderDragonBlood",6,"Commendation S",1,100,2,3,-2,2,-2,"Male/Female","Blade",10,"9","10","OO-","Paralysis",3,"Fencing",3,"Hunger",-2,"Cooking",1,,
"True Carnage Boots","31500z","Dragonwood G",1,"Yamatsukami Skin",4,"ElderDragonBlood",6,"Commendation S",1,50,4,5,-1,3,-1,"Male/Female","Gunner",10,"9","10","OO-","Hunger",-2,"Loading",3,"Cooking",1,"Para CtAdd",3,,
"Dragonfeet X","44444z","Fatalis Thck Scl",3,"Fatalis Hvy Shl",2,"Fatalis Hrd Wbng",1,"Rathian Ruby",3,100,0,2,-5,2,2,"Male/Female","Blade",10,"9","10","OO-","Sharpness",1,"Dragon Res",-3,"Evade Inc",3,"Status Res",2,,
"Dragonlegs X","44444z","Fatalis Thck Scl",3,"Fatalis Hvy Shl",2,"Fatalis Hrd Wbng",1,"Rathian Ruby",3,50,2,4,-2,4,3,"Male/Female","Gunner",10,"9","10","OO-","PierceS Up",1,"Dragon Res",-3,"Evade Inc",3,"Status Res",2,,
"Ucamulbas Hessian","31500z","Ucamulbas Scale",2,"Ucamulbas Shell",4,"YamatsukamiFluid",4,"Ucamu Divine Jwl",1,100,-4,-2,0,3,5,"Male/Female","Blade",10,"9","10","OO-","Artisan",1,"Fencing",3,"Protection",-2,"Quake Res",3,,
"Ucamulbas Boots","31500z","Ucamulbas Scale",2,"Ucamulbas Shell",4,"YamatsukamiFluid",4,"Ucamu Divine Jwl",1,50,-2,0,1,5,6,"Male/Female","Gunner",10,"9","10","OO-","Load",6,"Protection",-2,"Loading",1,,,,
"Melahoa Roots Z","11700z","Emperor Locust",5,"Dosbiscus",5,"FlynMealPassPlus",2,"Monster Broth+",3,78,0,1,0,1,0,"Male/Female","Blade",10,"7","10","OO-","HiSpdGathr",2,"Whim",-2,"Evade Inc",2,"Set Trap",3,,
"Melahoa Taproot Z","11700z","Emperor Locust",5,"Dosbiscus",5,"FlynMealPassPlus",2,"Monster Broth+",3,38,0,1,0,2,0,"Male/Female","Gunner",10,"7","10","OO-","HiSpdGathr",2,"Whim",-2,"Evade Inc",2,"Set Trap",3,,
"Makluva Pants Z","13300z","Etherlite Ore",4,"GrnPlsiothThkScl",4,"Springnight Carp",4,"Book of Combos 5",1,82,0,-2,0,2,0,"Male/Female","Blade",10,"7","10","OOO","MixSucRate",2,"Everlastng",5,,,,,,
"Makluva Leggings Z","13300z","Etherlite Ore",4,"GrnPlsiothThkScl",4,"Springnight Carp",4,"Book of Combos 5",1,42,0,-1,0,3,0,"Male/Female","Gunner",10,"7","10","OOO","MixSucRate",2,"Everlastng",5,,,,,,
"RathianHeartGreavesZ","21000z","PnkRathianHvyCpc",2,"PnkRathianThkScl",4,"Hvy Monster Bone",3,"Pure Crystal",1,92,2,-2,-4,0,0,"Male/Female","Blade",10,"8","10","OO-","Protection",2,"Wide Area",5,"Potential",-2,,,,
"RthianHeartLeggingsZ","21000z","PnkRathianHvyCpc",2,"PnkRathianThkScl",4,"Hvy Monster Bone",3,"Pure Crystal",1,46,4,0,-2,2,2,"Male/Female","Gunner",10,"8","10","OO-","Protection",2,"Wide Area",5,"Potential",-2,,,,
"RathalosSoulGreavesZ","21500z","AzrRathlosHvyCpc",2,"AzrRathlosThkScl",3,"RathlosDvnePlate",1,"Pure Crystal",1,94,2,2,-4,-1,0,"Male/Female","Blade",10,"8","10","OO-","Health",-2,"Expert",3,"HearProtct",4,,,,
"RthalosSoulLeggingsZ","21500z","AzrRathlosHvyCpc",2,"AzrRathlosThkScl",3,"RathlosDvnePlate",1,"Pure Crystal",1,48,4,5,-2,2,1,"Male/Female","Gunner",10,"8","10","OO-","Health",-2,"Expert",3,"HearProtct",4,,,,
"GoldenMoon Greaves Z","24000z","GldRathianHvyCpc",3,"GldRathianThkScl",3,"Rathian Ruby",1,"RathianDvnePlate",1,96,2,-2,1,0,0,"Male/Female","Blade",10,"9","10","OO-","Whim",-2,"Fate",4,"Trapper",3,,,,
"GldenMoon Leggings Z","24000z","GldRathianHvyCpc",3,"GldRathianThkScl",3,"Rathian Ruby",1,"RathianDvnePlate",1,48,4,0,2,2,1,"Male/Female","Gunner",10,"9","10","OO-","Whim",-2,"Fate",4,"Trapper",3,,,,
"Silver Sol Greaves Z","24500z","SlvrRthlosHvyCpc",2,"SlvrRthlosThkScl",3,"RathlosDvnePlate",1,"PhantomButterfly",3,98,2,-1,1,-1,0,"Male/Female","Blade",10,"9","10","OOO","Fencing",1,"Attack",3,"Defence",-3,,,,
"SilverSol Leggings Z","24500z","SlvrRthlosHvyCpc",2,"SlvrRthlosThkScl",3,"RathlosDvnePlate",1,"PhantomButterfly",3,50,4,1,2,2,1,"Male/Female","Gunner",10,"9","10","OOO","PierceS Up",1,"Attack",3,"Defence",-3,,,,
"Auroros Pants Kyoku","35500z","Lao-ShanThckScl",5,"Azure LaoS Claw",1,"RathianDvnePlate",1,"Commendation S",1,98,-2,0,-4,2,2,"Male","Blade",10,"8","10","OO-","Faint",-2,"Rec Speed",4,"Drawn Crit",3,,,,
"Genesis Pants Kyoku","35500z","Lao-ShanThckScl",5,"Azure LaoS Claw",1,"RathianDvnePlate",1,"Commendation S",1,50,1,2,-2,3,3,"Male","Gunner",10,"8","10","OO-","Faint",-2,"Rec Speed",4,"PelletS Up",3,,,,
"Borealis Pants Kyoku","35500z","Lao-ShanThckScl",5,"Azure LaoS Claw",1,"RathianDvnePlate",1,"Commendation S",1,98,-2,0,-4,2,2,"Female","Blade",10,"8","10","OO-","Faint",-2,"Rec Speed",4,"Drawn Crit",3,,,,
"Glyph Pants Kyoku","35500z","Lao-ShanThckScl",5,"Azure LaoS Claw",1,"RathianDvnePlate",1,"Commendation S",1,50,1,2,-2,3,3,"Female","Gunner",10,"8","10","OO-","Faint",-2,"Rec Speed",4,"PelletS Up",3,,,,
"Fatalis Feet Z","55555z","FataThkCrmsnScl",3,"FataHvyCrmsnShl",2,"FataHrdCrmsnWng",1,"NarugaDvinePlate",1,103,0,2,-5,2,2,"Male/Female","Blade",10,"9","10","OO-","Rec Speed",-3,"Artisan",2,"Evade",2,"Rage",2,,
"Fatalis Legs Z","55555z","FataThkCrmsnScl",3,"FataHvyCrmsnShl",2,"FataHrdCrmsnWng",1,"NarugaDvinePlate",1,53,2,4,-2,4,3,"Male/Female","Gunner",10,"9","10","OO-","Rec Speed",-3,"Evade",2,"Loading",2,"Rage",2,,
"Wht Fatalis Feet Z","66666z","WhtFatalisThkScl",3,"WhtFatalisHvyCpc",2,"Wht Fatalis Wng",1,"LaoS Dvine Plate",1,104,0,2,-5,2,2,"Male/Female","Blade",10,"9","10","OO-","Rec Speed",4,"Fate",-3,"SwdMastery",2,,,,
"Wht Fatalis Legs Z","66666z","WhtFatalisThkScl",3,"WhtFatalisHvyCpc",2,"Wht Fatalis Wng",1,"LaoS Dvine Plate",1,54,2,4,-2,4,3,"Male/Female","Gunner",10,"9","10","OO-","Rec Speed",4,"Fate",-3,"Marksman",2,,,,
